country,date,ML,Low_90,High_90,Low_50,High_50
France,2020-03-10,2.71,2.32,3.06,2.5300000000000002,2.83
France,2020-03-11,2.58,2.2,2.89,2.4,2.68
France,2020-03-12,2.44,2.1,2.74,2.2800000000000002,2.54
France,2020-03-13,2.4,2.08,2.68,2.2600000000000002,2.5
France,2020-03-14,2.2,1.8900000000000001,2.46,2.06,2.29
France,2020-03-15,2.14,1.85,2.39,1.99,2.21
France,2020-03-16,2.12,1.85,2.36,1.97,2.18
France,2020-03-17,2.0,1.73,2.22,1.86,2.06
France,2020-03-18,1.9100000000000001,1.6500000000000001,2.12,1.78,1.97
France,2020-03-19,1.74,1.5,1.95,1.6300000000000001,1.81
France,2020-03-20,1.96,1.73,2.16,1.86,2.0300000000000002
France,2020-03-21,1.86,1.6400000000000001,2.05,1.73,1.9000000000000001
France,2020-03-22,1.81,1.61,2.0,1.7,1.86
France,2020-03-23,1.8800000000000001,1.67,2.05,1.78,1.93
France,2020-03-24,1.83,1.6300000000000001,1.99,1.75,1.8900000000000001
France,2020-03-25,1.81,1.6400000000000001,1.98,1.71,1.85
France,2020-03-26,1.6,1.42,1.75,1.52,1.6500000000000001
France,2020-03-27,1.55,1.3900000000000001,1.71,1.47,1.6
France,2020-03-28,1.76,1.59,1.9000000000000001,1.7,1.82
France,2020-03-29,1.51,1.35,1.6500000000000001,1.43,1.55
France,2020-03-30,1.31,1.1400000000000001,1.44,1.23,1.35
France,2020-03-31,1.32,1.17,1.46,1.24,1.36
France,2020-04-01,1.16,1.0,1.29,1.07,1.19
France,2020-04-02,0.9,0.74,1.03,0.81,0.93
France,2020-04-03,0.8,0.63,0.93,0.72,0.84
France,2020-04-04,0.8300000000000001,0.66,0.96,0.75,0.87
France,2020-04-05,0.72,0.5700000000000001,0.87,0.64,0.76
France,2020-04-06,0.61,0.45,0.76,0.55,0.67
France,2020-04-07,0.88,0.73,1.04,0.79,0.92
France,2020-04-08,1.07,0.91,1.22,1.01,1.1300000000000001
France,2020-04-09,0.78,0.62,0.93,0.6900000000000001,0.8200000000000001
France,2020-04-10,0.77,0.6,0.92,0.68,0.81
France,2020-04-11,1.08,0.91,1.23,0.99,1.12
France,2020-04-12,0.84,0.67,0.99,0.75,0.88
France,2020-04-13,0.78,0.62,0.9400000000000001,0.6900000000000001,0.8200000000000001
France,2020-04-14,0.55,0.38,0.71,0.48,0.61
France,2020-04-15,0.55,0.37,0.71,0.45,0.59
France,2020-04-16,0.34,0.17,0.52,0.26,0.4
France,2020-04-17,0.39,0.19,0.56,0.28,0.43
France,2020-04-18,0.56,0.35000000000000003,0.73,0.47000000000000003,0.62
France,2020-04-19,0.51,0.3,0.6900000000000001,0.4,0.56
France,2020-04-20,0.29,0.09,0.48,0.19,0.35000000000000003
France,2020-04-21,0.66,0.44,0.85,0.54,0.71
France,2020-04-22,0.86,0.64,1.05,0.78,0.9400000000000001
Germany,2020-02-27,3.0,0.91,6.75,1.85,4.23
Germany,2020-02-28,3.0100000000000002,1.29,5.05,2.22,3.8000000000000003
Germany,2020-02-29,2.97,1.46,4.47,2.3000000000000003,3.5500000000000003
Germany,2020-03-01,2.9,1.59,4.1,2.37,3.4
Germany,2020-03-02,3.06,1.93,4.07,2.5300000000000002,3.41
Germany,2020-03-03,3.49,2.54,4.33,3.0700000000000003,3.8000000000000003
Germany,2020-03-04,3.31,2.54,4.03,2.95,3.56
Germany,2020-03-05,2.99,2.31,3.6,2.66,3.19
Germany,2020-03-06,2.81,2.2,3.35,2.52,2.99
Germany,2020-03-07,2.57,2.04,3.08,2.3000000000000003,2.73
Germany,2020-03-08,2.4,1.8800000000000001,2.85,2.19,2.58
Germany,2020-03-09,2.59,2.11,3.0100000000000002,2.35,2.72
Germany,2020-03-10,2.64,2.22,3.04,2.47,2.8000000000000003
Germany,2020-03-11,2.65,2.23,2.99,2.45,2.7600000000000002
Germany,2020-03-12,2.69,2.33,3.02,2.52,2.8000000000000003
Germany,2020-03-13,2.7,2.35,2.99,2.5300000000000002,2.79
Germany,2020-03-14,2.59,2.27,2.86,2.43,2.67
Germany,2020-03-15,2.33,2.0300000000000002,2.58,2.19,2.41
Germany,2020-03-16,3.16,2.89,3.39,3.04,3.24
Germany,2020-03-17,3.08,2.84,3.2800000000000002,2.96,3.14
Germany,2020-03-18,2.7600000000000002,2.54,2.94,2.65,2.81
Germany,2020-03-19,2.49,2.29,2.66,2.39,2.54
Germany,2020-03-20,2.3000000000000003,2.12,2.46,2.2,2.34
Germany,2020-03-21,1.84,1.6500000000000001,1.98,1.75,1.8800000000000001
Germany,2020-03-22,1.7,1.52,1.84,1.61,1.74
Germany,2020-03-23,1.62,1.45,1.76,1.55,1.67
Germany,2020-03-24,1.6,1.44,1.74,1.52,1.6400000000000001
Germany,2020-03-25,1.21,1.06,1.35,1.12,1.24
Germany,2020-03-26,1.3,1.1500000000000001,1.44,1.21,1.33
Germany,2020-03-27,1.32,1.1500000000000001,1.44,1.26,1.37
Germany,2020-03-28,1.29,1.1500000000000001,1.43,1.23,1.34
Germany,2020-03-29,1.23,1.08,1.36,1.16,1.27
Germany,2020-03-30,1.3,1.16,1.43,1.22,1.33
Germany,2020-03-31,1.18,1.04,1.31,1.1,1.21
Germany,2020-04-01,1.1500000000000001,1.0,1.27,1.07,1.18
Germany,2020-04-02,1.01,0.86,1.1300000000000001,0.93,1.04
Germany,2020-04-03,1.02,0.87,1.1400000000000001,0.93,1.04
Germany,2020-04-04,0.88,0.73,1.0,0.8,0.91
Germany,2020-04-05,0.8200000000000001,0.68,0.9500000000000001,0.74,0.85
Germany,2020-04-06,0.77,0.62,0.9,0.7000000000000001,0.81
Germany,2020-04-07,0.7000000000000001,0.55,0.8300000000000001,0.63,0.74
Germany,2020-04-08,0.63,0.47000000000000003,0.76,0.54,0.66
Germany,2020-04-09,0.59,0.43,0.73,0.51,0.63
Germany,2020-04-10,0.51,0.36,0.66,0.44,0.56
Germany,2020-04-11,0.56,0.4,0.71,0.46,0.59
Germany,2020-04-12,0.5,0.33,0.65,0.41000000000000003,0.54
Germany,2020-04-13,0.5,0.33,0.66,0.43,0.56
Germany,2020-04-14,0.54,0.36,0.7000000000000001,0.44,0.58
Germany,2020-04-15,0.58,0.38,0.73,0.48,0.62
Germany,2020-04-16,0.7000000000000001,0.51,0.86,0.61,0.75
Germany,2020-04-17,0.8200000000000001,0.64,0.99,0.73,0.87
Germany,2020-04-18,0.84,0.64,1.0,0.76,0.9
Germany,2020-04-19,0.85,0.65,1.01,0.77,0.91
Germany,2020-04-20,0.77,0.59,0.9500000000000001,0.67,0.8200000000000001
Germany,2020-04-21,0.6900000000000001,0.49,0.86,0.59,0.74
Germany,2020-04-22,0.6,0.39,0.77,0.5,0.65
Greece,2020-03-06,3.0,0.91,6.75,1.85,4.23
Greece,2020-03-07,2.5,0.93,4.5200000000000005,1.69,3.2
Greece,2020-03-08,2.2800000000000002,0.92,3.89,1.68,2.92
Greece,2020-03-09,2.14,0.88,3.5100000000000002,1.51,2.61
Greece,2020-03-10,2.29,1.08,3.5500000000000003,1.68,2.71
Greece,2020-03-11,2.19,1.04,3.29,1.6500000000000001,2.58
Greece,2020-03-12,2.52,1.45,3.5500000000000003,2.06,2.92
Greece,2020-03-13,2.43,1.46,3.35,1.96,2.74
Greece,2020-03-14,2.33,1.45,3.17,1.98,2.68
Greece,2020-03-15,2.2,1.36,2.95,1.82,2.47
Greece,2020-03-16,2.06,1.26,2.75,1.68,2.29
Greece,2020-03-17,1.86,1.1300000000000001,2.54,1.5,2.08
Greece,2020-03-18,1.67,0.98,2.34,1.32,1.8800000000000001
Greece,2020-03-19,1.59,0.9,2.23,1.3,1.84
Greece,2020-03-20,1.55,0.85,2.16,1.25,1.78
Greece,2020-03-21,1.46,0.78,2.07,1.2,1.72
Greece,2020-03-22,1.52,0.85,2.12,1.2,1.72
Greece,2020-03-23,1.54,0.9,2.14,1.22,1.73
Greece,2020-03-24,1.55,0.93,2.14,1.3,1.79
Greece,2020-03-25,1.55,0.91,2.1,1.29,1.77
Greece,2020-03-26,1.56,0.9400000000000001,2.1,1.29,1.76
Greece,2020-03-27,1.49,0.91,2.04,1.22,1.68
Greece,2020-03-28,1.43,0.87,1.98,1.19,1.6400000000000001
Greece,2020-03-29,1.37,0.79,1.8900000000000001,1.09,1.54
Greece,2020-03-30,1.4000000000000001,0.81,1.9000000000000001,1.1500000000000001,1.59
Greece,2020-03-31,1.37,0.81,1.8800000000000001,1.09,1.53
Greece,2020-04-01,1.31,0.75,1.81,1.06,1.49
Greece,2020-04-02,1.25,0.7000000000000001,1.75,0.98,1.41
Greece,2020-04-03,1.1300000000000001,0.5700000000000001,1.62,0.86,1.29
Greece,2020-04-04,1.05,0.51,1.56,0.78,1.21
Greece,2020-04-05,0.98,0.43,1.49,0.73,1.16
Greece,2020-04-06,0.89,0.33,1.4000000000000001,0.61,1.05
Greece,2020-04-07,0.84,0.29,1.37,0.61,1.05
Greece,2020-04-08,0.79,0.21,1.3,0.52,0.97
Greece,2020-04-09,0.76,0.18,1.28,0.48,0.9400000000000001
Greece,2020-04-10,0.76,0.14,1.26,0.46,0.93
Greece,2020-04-11,0.74,0.13,1.25,0.47000000000000003,0.9400000000000001
Greece,2020-04-12,0.73,0.11,1.24,0.44,0.92
Greece,2020-04-13,0.6,0.02,1.09,0.28,0.76
Greece,2020-04-14,0.5,0.01,1.02,0.24,0.7000000000000001
Greece,2020-04-15,0.29,0.0,0.9,0.07,0.48
Greece,2020-04-16,0.24,0.0,0.86,0.05,0.43
Greece,2020-04-17,0.22,0.0,0.8200000000000001,0.05,0.4
Greece,2020-04-18,0.34,0.0,1.0,0.14,0.58
Greece,2020-04-19,0.51,0.0,1.1400000000000001,0.22,0.73
Greece,2020-04-20,0.75,0.1,1.3900000000000001,0.39,0.96
Greece,2020-04-21,0.98,0.23,1.62,0.64,1.22
Greece,2020-04-22,1.24,0.53,1.9100000000000001,0.9500000000000001,1.51
Hungary,2020-03-17,3.0,0.91,6.75,1.85,4.23
Hungary,2020-03-18,2.71,1.01,4.75,1.8900000000000001,3.46
Hungary,2020-03-19,2.67,1.16,4.28,1.92,3.23
Hungary,2020-03-20,2.46,1.1400000000000001,3.8000000000000003,1.81,2.92
Hungary,2020-03-21,2.46,1.25,3.64,1.8900000000000001,2.88
Hungary,2020-03-22,2.34,1.26,3.4,1.86,2.74
Hungary,2020-03-23,2.29,1.26,3.22,1.85,2.65
Hungary,2020-03-24,2.13,1.19,2.99,1.68,2.42
Hungary,2020-03-25,2.12,1.25,2.93,1.7,2.39
Hungary,2020-03-26,2.02,1.18,2.7600000000000002,1.68,2.32
Hungary,2020-03-27,1.93,1.17,2.66,1.57,2.18
Hungary,2020-03-28,1.8,1.05,2.48,1.48,2.06
Hungary,2020-03-29,1.75,1.02,2.4,1.43,1.99
Hungary,2020-03-30,1.62,0.92,2.2600000000000002,1.28,1.83
Hungary,2020-03-31,1.55,0.87,2.18,1.28,1.81
Hungary,2020-04-01,1.49,0.81,2.1,1.1500000000000001,1.68
Hungary,2020-04-02,1.37,0.72,1.99,1.06,1.58
Hungary,2020-04-03,1.34,0.7000000000000001,1.96,1.01,1.53
Hungary,2020-04-04,1.33,0.66,1.92,1.04,1.55
Hungary,2020-04-05,1.37,0.73,1.97,1.05,1.56
Hungary,2020-04-06,1.57,0.93,2.15,1.26,1.76
Hungary,2020-04-07,1.67,1.05,2.23,1.3900000000000001,1.87
Hungary,2020-04-08,1.75,1.1300000000000001,2.27,1.49,1.95
Hungary,2020-04-09,1.7,1.1400000000000001,2.23,1.41,1.86
Hungary,2020-04-10,1.61,1.05,2.11,1.36,1.79
Hungary,2020-04-11,1.51,0.9500000000000001,1.99,1.26,1.68
Hungary,2020-04-12,1.33,0.8,1.82,1.06,1.48
Hungary,2020-04-13,1.2,0.66,1.68,0.93,1.35
Hungary,2020-04-14,1.08,0.52,1.55,0.81,1.23
Hungary,2020-04-15,0.9500000000000001,0.39,1.43,0.71,1.1300000000000001
Hungary,2020-04-16,0.93,0.38,1.43,0.66,1.09
Hungary,2020-04-17,0.98,0.41000000000000003,1.48,0.75,1.18
Hungary,2020-04-18,1.03,0.46,1.53,0.81,1.24
Hungary,2020-04-19,1.06,0.48,1.55,0.8300000000000001,1.26
Hungary,2020-04-20,1.06,0.52,1.58,0.8200000000000001,1.25
Hungary,2020-04-21,1.06,0.51,1.57,0.8200000000000001,1.25
Hungary,2020-04-22,1.02,0.46,1.52,0.77,1.2
Ireland,2020-03-11,3.0,0.91,6.75,1.85,4.23
Ireland,2020-03-12,3.0100000000000002,1.29,5.05,2.22,3.8000000000000003
Ireland,2020-03-13,3.1,1.56,4.6000000000000005,2.43,3.69
Ireland,2020-03-14,3.04,1.74,4.24,2.45,3.48
Ireland,2020-03-15,2.93,1.86,3.96,2.47,3.33
Ireland,2020-03-16,3.0700000000000003,2.14,3.94,2.63,3.37
Ireland,2020-03-17,2.98,2.17,3.72,2.63,3.2600000000000002
Ireland,2020-03-18,2.7600000000000002,2.02,3.39,2.41,2.97
Ireland,2020-03-19,2.58,1.94,3.17,2.29,2.79
Ireland,2020-03-20,2.48,1.8800000000000001,3.0100000000000002,2.2,2.66
Ireland,2020-03-21,2.35,1.78,2.83,2.07,2.5
Ireland,2020-03-22,2.23,1.71,2.69,1.98,2.38
Ireland,2020-03-23,2.12,1.6300000000000001,2.56,1.8800000000000001,2.2600000000000002
Ireland,2020-03-24,2.05,1.57,2.46,1.83,2.19
Ireland,2020-03-25,1.94,1.49,2.34,1.71,2.06
Ireland,2020-03-26,1.82,1.4000000000000001,2.22,1.6500000000000001,1.98
Ireland,2020-03-27,1.75,1.32,2.12,1.53,1.86
Ireland,2020-03-28,1.6600000000000001,1.25,2.0300000000000002,1.45,1.77
Ireland,2020-03-29,1.48,1.07,1.84,1.3,1.61
Ireland,2020-03-30,1.44,1.03,1.79,1.24,1.55
Ireland,2020-03-31,1.42,1.01,1.76,1.25,1.55
Ireland,2020-04-01,1.3800000000000001,0.98,1.72,1.19,1.49
Ireland,2020-04-02,1.42,1.02,1.75,1.21,1.51
Ireland,2020-04-03,1.35,0.96,1.68,1.18,1.47
Ireland,2020-04-04,1.34,0.96,1.67,1.1500000000000001,1.44
Ireland,2020-04-05,1.35,0.96,1.6600000000000001,1.18,1.46
Ireland,2020-04-06,1.59,1.23,1.9100000000000001,1.4000000000000001,1.68
Ireland,2020-04-07,1.68,1.35,2.0,1.5,1.77
Ireland,2020-04-08,1.75,1.41,2.04,1.62,1.87
Ireland,2020-04-09,1.75,1.44,2.04,1.62,1.86
Ireland,2020-04-10,1.8,1.49,2.07,1.6300000000000001,1.87
Ireland,2020-04-11,1.69,1.3900000000000001,1.95,1.53,1.76
Ireland,2020-04-12,1.67,1.4000000000000001,1.94,1.53,1.75
Ireland,2020-04-13,1.5,1.22,1.75,1.3900000000000001,1.6
Ireland,2020-04-14,1.31,1.02,1.55,1.19,1.4000000000000001
Ireland,2020-04-15,1.09,0.8,1.33,0.97,1.18
Ireland,2020-04-16,0.97,0.6900000000000001,1.22,0.87,1.08
Ireland,2020-04-17,0.81,0.51,1.05,0.66,0.88
Ireland,2020-04-18,0.66,0.37,0.92,0.54,0.76
Ireland,2020-04-19,0.56,0.28,0.84,0.41000000000000003,0.64
Ireland,2020-04-20,0.52,0.21,0.79,0.35000000000000003,0.59
Ireland,2020-04-21,0.41000000000000003,0.11,0.6900000000000001,0.26,0.5
Ireland,2020-04-22,0.44,0.1,0.71,0.28,0.53
Italy,2020-02-20,3.0,0.91,6.75,1.85,4.23
Italy,2020-02-21,4.65,2.4,6.7700000000000005,3.65,5.47
Italy,2020-02-22,4.25,2.7,5.66,3.54,4.76
Italy,2020-02-23,3.86,2.67,4.91,3.31,4.23
Italy,2020-02-24,3.83,2.93,4.7,3.38,4.11
Italy,2020-02-25,3.63,2.86,4.3100000000000005,3.29,3.88
Italy,2020-02-26,3.34,2.68,3.91,3.0500000000000003,3.5500000000000003
